campaign_type,Platform,content_type,total_spend,Impressions,Engagement,Engagement_Rate,Log_Spend_Total,Log_Impressions,Log_Engagement
Flood The Feed,Tiktok,Influencer - Ogilvy - Boosted Only,2096.7,352994,28003,0.07932996028261104,7.648596785404743,12.77420917150917,10.240102636097088
Bau,Instagram,Influencer - Ogilvy - Boosted Only,1782.78,160552,11013,0.06859459863471025,7.486489987149967,11.986379385110757,9.306922469822426
Bau,Tiktok,Influencer - Cfg - Boosted Only,5464.76,1863725,188537,0.10116138378784424,8.606258457730405,14.43808826771459,12.147054857065301
Mm,Meta,Owned - Boosted Only,4386.67,292439,6512,0.0222678917654622,8.386553613462244,12.586014796407252,8.781555458546402
Bau,Tiktok,Influencer - Cfg - Boosted Only,2864.73,603607,90541,0.1499999171646452,7.960578395994931,13.31068025959847,11.413569110430094
Flood The Feed,Instagram,Paid - Partnership,2233.8,496048,23563,0.04750145147243815,7.711907017584994,13.114429991150203,10.067475402641579
Flood The Feed,Meta,Owned - Boosted Only,516.45,815103,40446,0.049620722779820464,6.248912902114182,13.611070991443835,10.607747754099643
Flood The Feed,Tiktok,Owned - Boosted Only,9764.88,386729,38879,0.10053293132917365,9.186649957017954,12.86548205410526,10.568235258574376
Mm,Meta,Influencer - Cfg - Boosted Only,364.03,636375,70717,0.11112472991553722,5.899979541985754,13.363544862603913,11.166455416368636
Flood The Feed,Meta,Influencer - Ogilvy - Organic Only,55.12,171155,8887,0.0519236948964389,4.02749225523426,12.050330700311422,9.092457331319466
Mm,Instagram,Influencer - Ogilvy - Boosted Only,1400.78,121445,8925,0.07349005722755157,7.245498136593921,11.70722499852359,9.096723645189215
Mm,Instagram,Influencer - Ogilvy - Organic Only,51.3,169608,8650,0.05099995283241356,3.9569963710708773,12.041251066969723,9.065430200180375
Mm,Tiktok,Influencer - Cfg - Boosted Only,30482.3,488383,42566,0.08715700587448785,10.324934271656591,13.098857260649305,10.658834584175423
Flood The Feed,Meta,Owned - Boosted Only,10099.85,228139,9672,0.04239520643116696,9.220374857704071,12.337714754581889,9.177093778182547
Bau,Meta,Paid - Brand,21177.91,130796,3981,0.030436710602770728,9.96076115418615,11.78140178196239,8.289539484624141
Flood The Feed,Meta,Influencer - Cfg - Boosted Only,4402.04,1222290,48577,0.039742614273208486,8.390050490429456,14.016237524570448,10.790926032503254
Mm,Instagram,Influencer - Ogilvy - Organic Only,39.63,171837,12623,0.07345915024121696,3.7045067099996354,12.0543074515012,9.443355043085656
Mm,Meta,Owned - Boosted Only,4340.48,376258,12150,0.032291672203647495,8.375970582787337,12.838033015024918,9.405166749908611
Mm,Instagram,Influencer - Ogilvy - Organic Only,187.21,164412,8917,0.054235700557136945,5.237558360702472,12.010136833903712,9.095826985187422
Flood The Feed,Tiktok,Paid - Brand,48955.24,1192889,40052,0.033575630255623115,10.798682116851516,13.991889492302551,10.597958856058204
Flood The Feed,Instagram,Paid - Brand,7981.09,263094,12793,0.04862520620006538,8.984955560914694,12.480270462666883,9.456731590010083
Flood The Feed,Instagram,Paid - Partnership,16947.8,278989,17879,0.0640849639233088,9.737952313842232,12.538931217867246,9.791438048727505
Mm,Instagram,Paid - Brand,5536.8,506495,34358,0.0678348256152578,8.619352588958156,13.135271705305042,10.444619272065825
Mm,Tiktok,Influencer - Cfg - Boosted Only,2063.0,437154,32137,0.07351413918207314,7.6324011266014535,12.988043102265232,10.377794409601698
Bau,Tiktok,Influencer - Ogilvy - Boosted Only,876.8,418332,41707,0.09969832573171548,6.777418777254134,12.944033045066845,10.638448235909484
Mm,Instagram,Influencer - Ogilvy - Organic Only,195.72,227103,15320,0.06745837791662813,5.281781397907937,12.33316334132471,9.636979715315753
Flood The Feed,Meta,Paid - Brand,26378.41,532227,34665,0.06513198315756247,10.180339060592841,13.184827247941849,10.453514658501255
Mm,Instagram,Influencer - Ogilvy - Boosted Only,7619.77,200314,10459,0.05221302554988668,8.938632693444264,12.207646406518466,9.255313737618915
Flood The Feed,Instagram,Influencer - Cfg - Boosted Only,6146.93,543704,51730,0.09514368112060974,8.723870718777142,13.206162099339657,10.853812493953187
Mm,Meta,Influencer - Cfg - Boosted Only,6062.37,495613,22143,0.04467800481424014,8.710021030104498,13.11355267692571,10.005321858417396
Flood The Feed,Instagram,Paid - Brand,307.27,305185,15152,0.04964857381588217,5.7309760223403305,12.628676705780673,9.625953811136162
Mm,Instagram,Owned - Boosted Only,4109.85,115484,6422,0.0556094350732569,8.32138509875956,11.65689593038026,8.767640577257792
Bau,Meta,Paid - Partnership,5313.34,176583,6657,0.037698985746079744,8.578164106207515,12.081551962821047,8.80357441813497
Bau,Tiktok,Paid - Brand,3252.94,221332,11827,0.053435562864836535,8.087621848764487,12.30742363376523,9.378224880972368
Flood The Feed,Meta,Paid - Brand,6913.12,1122627,44353,0.03950822490462104,8.841320976420048,13.931182923277886,10.699958175327975
Flood The Feed,Meta,Owned - Boosted Only,377.47,229898,10625,0.046216148030865864,5.936136809498464,12.345395361024545,9.271059107010888
Flood The Feed,Meta,Influencer - Cfg - Boosted Only,6442.54,1060949,159142,0.14999967010666865,8.770833357515494,13.874675291132245,11.97755844807972
Flood The Feed,Meta,Owned - Boosted Only,7018.72,927524,48900,0.05272100775828981,8.856478610184501,13.740275027278367,10.797553125151618
Bau,Instagram,Paid - Partnership,7919.53,202554,12208,0.060270347660376984,8.977213401761402,12.218766733589058,9.409928663668856
Flood The Feed,Instagram,Owned - Boosted Only,935.2,294229,13430,0.045644718909420894,6.84182912886597,12.592117053398734,9.505320746909074
Flood The Feed,Meta,Influencer - Ogilvy - Boosted Only,3370.48,2420819,74657,0.030839562974348762,8.123107096079332,14.699616883713759,11.220672964003686
Bau,Instagram,Influencer - Ogilvy - Boosted Only,8344.77,106544,6658,0.06249061420633729,9.029510102660096,11.57632271010002,8.803724602110622
Mm,Tiktok,Influencer - Ogilvy - Boosted Only,15266.65,629556,41007,0.0651363818310047,9.63349148984025,13.352771676421323,10.621522448603852
Mm,Instagram,Owned - Boosted Only,1019.48,341486,14482,0.04240876639159438,6.928028383821693,12.741064889918475,9.580730826800856
Mm,Instagram,Paid - Brand,4124.45,313325,9895,0.031580627144338944,8.324930383727892,12.654999461048874,9.199885914072324
Bau,Meta,Paid - Brand,74303.71,530628,8323,0.015685188116722072,11.215929620352135,13.181818374299667,9.026898187513526
Bau,Tiktok,Influencer - Ogilvy - Organic Only,178.83,134842,14627,0.108475104196022,5.192011960177106,11.811866417691423,9.590692779269272
Bau,Instagram,Influencer - Ogilvy - Organic Only,67.19,100953,7893,0.07818489792279576,4.222297926532561,11.522420246532018,8.973858256222792
Bau,Meta,Paid - Brand,10923.07,161958,4219,0.026049963570802307,9.298723890482256,11.995098495762996,8.347590407030058
Flood The Feed,Instagram,Paid - Brand,1462.03,293246,19124,0.06521487079107643,7.288264906619863,12.588770536284365,9.858751658694736
Bau,Meta,Paid - Brand,5472.4,151109,5731,0.03792626514635131,8.607655274532096,11.925763327407806,8.653819788948063
Bau,Tiktok,Influencer - Ogilvy - Organic Only,1239.12,414513,22072,0.053248028409241685,7.12296342811031,12.934862028620396,10.00211042114121
Mm,Meta,Influencer - Ogilvy - Boosted Only,1441.8,824398,36002,0.043670654222838966,7.2743409490293836,13.622409914994309,10.49135754729955
Bau,Tiktok,Influencer - Ogilvy - Organic Only,231.32,324001,20609,0.0636078283709001,5.448115731636431,12.688504967594922,9.933531673884504
Flood The Feed,Meta,Influencer - Ogilvy - Organic Only,139.84,36358,1347,0.03704824247758402,4.947624494286852,10.501197045162932,7.206377291472252
Mm,Instagram,Influencer - Cfg - Boosted Only,2040.9,185618,23262,0.12532189766078722,7.621636025928989,12.131451464784371,10.054619394540044
Mm,Tiktok,Influencer - Cfg - Boosted Only,348.9,479984,47921,0.09983874462482083,5.857647399373643,13.081510132395783,10.777329968145445
Bau,Meta,Influencer - Ogilvy - Boosted Only,25897.71,156064,11946,0.07654551978675415,10.161948439497415,11.95802786611689,9.388235479817224
Mm,Tiktok,Owned - Boosted Only,3027.07,233255,17684,0.07581402327924375,8.015680731859485,12.359891841851416,9.780472101639582
Mm,Tiktok,Influencer - Ogilvy - Boosted Only,4018.2,396484,36438,0.09190282583912592,8.298838156833824,12.89039348831999,10.503394908626325
Flood The Feed,Meta,Influencer - Ogilvy - Boosted Only,1672.42,623748,41083,0.06586474024766412,7.422624715505148,13.343503322840167,10.623374030285696
Bau,Instagram,Paid - Brand,32177.58,133108,9692,0.07281305406136371,10.379056292785934,11.798923620429267,9.179159254492609
Flood The Feed,Tiktok,Paid - Partnership,159.47,572988,41015,0.07158090570832198,5.078107009211268,13.25862179830493,10.621717513463537
Bau,Meta,Influencer - Cfg - Boosted Only,4543.66,292812,15845,0.05411321940357636,8.421708196332611,12.587289458990796,9.670672381525188
Flood The Feed,Meta,Owned - Boosted Only,1422.97,304292,15548,0.051095658117860474,7.26120402433427,12.62574633200562,9.651751606857816
Mm,Meta,Influencer - Cfg - Boosted Only,5092.5,338761,25557,0.0754425686545972,8.535720496030121,12.733053074902864,10.148705658168648
Mm,Tiktok,Influencer - Cfg - Boosted Only,4726.54,1166302,135243,0.11595881684160707,8.461160261628494,13.969349474912821,11.81483583343264
Mm,Meta,Influencer - Ogilvy - Organic Only,64.78,115658,7294,0.06306524408168912,4.186315840760911,11.65840148564336,8.894944460956886
Bau,Meta,Influencer - Ogilvy - Boosted Only,7446.92,344250,19255,0.05593318809005084,8.915690077760656,12.749126321452332,9.865577979462907
Bau,Instagram,Paid - Brand,20261.9,192102,8692,0.045246795972972695,9.916546906749762,12.16578696550092,9.070273383079064
Bau,Meta,Owned - Boosted Only,2201.1,216068,11897,0.05506136956883944,7.697166729512147,12.283353080099234,9.38412559774785
Mm,Tiktok,Influencer - Cfg - Boosted Only,10281.74,1211066,171999,0.14202281295982216,9.23822204045947,14.007012347181506,12.05524975579559
Bau,Tiktok,Influencer - Cfg - Boosted Only,3076.37,879647,76940,0.08746690433776276,8.031830615086777,13.687277106433049,11.250794173362452
Bau,Tiktok,Owned - Boosted Only,4847.65,331583,22530,0.06794678858686966,8.48645559466937,12.71163645017446,10.022647417705386
Mm,Tiktok,Paid - Partnership,7278.9,313296,35214,0.11239849854450742,8.892872404832652,12.654906901407683,10.469227407179512
Flood The Feed,Tiktok,Influencer - Ogilvy - Boosted Only,659.17,374848,47751,0.12738763445449888,6.492497377611107,12.83427855719389,10.773776229848487
Flood The Feed,Instagram,Influencer - Ogilvy - Boosted Only,9774.13,739475,64286,0.08693464958247406,9.187596683997869,13.513697106245283,11.071112712491193
Bau,Tiktok,Influencer - Cfg - Boosted Only,2926.7,340190,33409,0.09820688438813605,7.981972410815525,12.737262503567504,10.416610535350802
Bau,Tiktok,Paid - Brand,1079.5,745514,34240,0.04592804427549315,6.985179175946941,13.521830533708858,10.44117903543668
Flood The Feed,Instagram,Influencer - Ogilvy - Organic Only,65.01,160205,12185,0.07605879966293187,4.189806245700679,11.984215766098563,9.40804303080844
Flood The Feed,Meta,Paid - Partnership,1279.74,307018,11890,0.03872737103362018,7.155193314863785,12.634664913905088,9.38353709043758
Bau,Meta,Influencer - Ogilvy - Organic Only,189.61,106051,4640,0.04375253415809375,5.250229455740982,11.571684818843758,8.442685139241176
Flood The Feed,Tiktok,Influencer - Ogilvy - Organic Only,187.18,151828,8360,0.05506230734778829,5.237398951578619,11.930510166540904,9.031333316150057
Bau,Meta,Influencer - Ogilvy - Organic Only,72.35,119470,6609,0.0553193270277057,4.295242504588991,11.690828943078406,8.796338932845732
Bau,Meta,Paid - Brand,27256.15,580650,15939,0.0274502712477396,10.213071150995482,13.271905166880291,9.676586952344206
Bau,Instagram,Influencer - Ogilvy - Boosted Only,2897.13,145921,10448,0.07160038651050911,7.971820980397633,11.890827511354582,9.254261559034111
Mm,Meta,Paid - Brand,1933.35,445276,10005,0.022469210107888143,7.567526631718362,13.006451839403208,9.21094019204815
Bau,Instagram,Influencer - Ogilvy - Organic Only,249.47,293036,19059,0.06503979033292838,5.523339152874019,12.588054159890055,9.855347177208193
Bau,Instagram,Influencer - Ogilvy - Organic Only,221.79,175569,10460,0.059577715883783584,5.4062296237424325,12.075793102763255,9.25540933534376
Mm,Meta,Influencer - Ogilvy - Boosted Only,4171.95,409812,22787,0.05560354504016476,8.336378498732088,12.923456237075385,10.033989360600286
Flood The Feed,Instagram,Influencer - Ogilvy - Organic Only,68.51,197785,15432,0.07802411709684759,4.2414706271123945,12.194940917101622,9.64426335290083
Mm,Tiktok,Influencer - Cfg - Boosted Only,26283.99,1380160,207024,0.15,10.176753332808355,14.137710716995027,12.2405948379019
Flood The Feed,Instagram,Paid - Partnership,942.92,668094,33881,0.050712923630507084,6.8500414167916635,13.41218565797597,10.430639178900892
Mm,Meta,Owned - Boosted Only,79594.83,215049,6619,0.030779031755553386,11.284716983525557,12.278625838211882,8.797850648931053
Flood The Feed,Meta,Influencer - Ogilvy - Boosted Only,1213.07,160234,7390,0.04612004942771197,7.101733630583163,11.984396766657662,8.908018322784887
Mm,Tiktok,Paid - Partnership,954.61,505767,33622,0.06647725138255363,6.862349880026453,13.133833345103529,10.422965635581258
Bau,Meta,Owned - Boosted Only,49724.66,504399,16799,0.03330498276166289,10.814276376635595,13.131124883072902,9.72913416539135
Flood The Feed,Instagram,Paid - Brand,774.62,563805,14569,0.025840494497210917,6.653662709523911,13.242465499677179,9.58671989918925
Flood The Feed,Meta,Influencer - Cfg - Boosted Only,46499.1,1730987,86614,0.0500373486340452,10.747209742110769,14.364202901725305,11.36922828971304
Mm,Instagram,Influencer - Cfg - Boosted Only,228.22,785653,58300,0.07420578805146802,5.434682241068553,13.57427177093097,10.97337452485014
Bau,Tiktok,Influencer - Cfg - Boosted Only,19086.27,244907,19641,0.08019778936494261,9.856776899683496,12.40863790880117,9.885425409717719
Mm,Tiktok,Influencer - Cfg - Boosted Only,3004.5,720307,60415,0.08387395929791047,8.008199222479217,13.487434177299187,11.009009249505173
Flood The Feed,Tiktok,Influencer - Ogilvy - Boosted Only,7587.63,463354,39958,0.0862364412522607,8.93440635343871,13.046248777935357,10.595609207424333
Flood The Feed,Tiktok,Influencer - Ogilvy - Boosted Only,3570.44,1154082,128586,0.11141842607371054,8.180724154789905,13.958816647207295,11.764360997028888
Bau,Instagram,Influencer - Ogilvy - Boosted Only,551.72,97271,10275,0.10563271684263552,6.31485154418054,11.485266456976253,9.237566358229774
Mm,Instagram,Influencer - Ogilvy - Boosted Only,4907.26,209318,24001,0.11466285747045166,8.498674779162817,12.251614683100378,10.085892439191387
Bau,Meta,Paid - Partnership,3545.77,596955,21930,0.03673643741990602,8.173792609141445,13.29959868781608,9.995656440007505
Bau,Meta,Influencer - Ogilvy - Boosted Only,65586.29,1103303,55290,0.050113160210749,11.091137206160225,13.913819872229,10.920365425621668
Bau,Instagram,Paid - Partnership,12802.0,368718,26684,0.07236967004594297,9.45743479744618,12.81779011530566,10.191856888768045
Flood The Feed,Tiktok,Influencer - Cfg - Boosted Only,701.07,1470167,193882,0.13187753500112573,6.554033114154306,14.20088723793909,12.175010163328356
Mm,Instagram,Influencer - Cfg - Boosted Only,213.13,170771,7113,0.041652271170163555,5.366583307218125,12.04808461247166,8.8698199525084
Flood The Feed,Instagram,Paid - Partnership,1990.0,632951,47681,0.07533126576938814,7.596392304064196,13.358149868867233,10.772309247168234
Mm,Instagram,Paid - Partnership,3331.38,748084,23734,0.03172638366814422,8.111442042402274,13.525271886864129,10.074706030985418
Bau,Meta,Influencer - Ogilvy - Boosted Only,231.58,281287,17044,0.06059291755395735,5.4492342518648975,12.547134334485193,9.743612184572003
Mm,Tiktok,Paid - Brand,2838.29,151486,7079,0.0467303909272144,7.951309299900043,11.928255091668936,8.865029186687766
Mm,Meta,Influencer - Cfg - Boosted Only,421.28,674239,43351,0.0642961917065017,6.045668601121494,13.42134140959796,10.67710811724595
Mm,Instagram,Influencer - Cfg - Boosted Only,727.91,273176,15268,0.05589070782206343,6.591550267597118,12.51787521572632,9.633579908183512
Mm,Instagram,Influencer - Ogilvy - Organic Only,139.4,240439,12021,0.04999604889389824,4.944495491591711,12.390225857153098,9.394493583599107
Mm,Instagram,Influencer - Ogilvy - Organic Only,245.68,101895,5397,0.052966288826733404,5.508091950123292,11.531707964269595,8.59378379357795
Bau,Meta,Paid - Brand,2538.82,166570,4063,0.0243921474455184,7.839848491359726,12.023176923935152,8.309922989258318
Bau,Instagram,Influencer - Ogilvy - Organic Only,44.8,342919,23289,0.06791399718300824,3.824284091120139,12.745252462792692,10.055779362878386
Mm,Meta,Influencer - Ogilvy - Organic Only,73.72,185486,9038,0.04872604940534596,4.313747793920587,12.130740077711314,9.109303827798412
Bau,Instagram,Owned - Boosted Only,2139.97,284328,18842,0.06626853493148757,7.669014276347654,12.557887297361319,9.843896771122491
Bau,Meta,Paid - Partnership,1345.13,198255,6571,0.03314418299664573,7.204989088007455,12.197314403856273,8.790573479157159
Bau,Tiktok,Paid - Partnership,94.36,136194,12313,0.09040780063732616,4.55765920331704,11.821842961304164,9.418492105471156
Flood The Feed,Meta,Influencer - Cfg - Boosted Only,35152.52,725592,49685,0.06847512100464173,10.467480034472421,13.494744530547996,10.813478482261756
Bau,Instagram,Paid - Partnership,4754.64,1514563,101717,0.06715930601764337,8.467086561085361,14.23063816672759,11.529959557526007
Mm,Instagram,Influencer - Ogilvy - Organic Only,130.59,76113,3158,0.04149094110073181,4.879691028162049,11.239987495392205,8.058010800802085
Bau,Instagram,Influencer - Cfg - Boosted Only,4044.83,214968,10775,0.050123739347251686,8.305442000038237,12.278249110667481,9.2850767180902
Bau,Meta,Owned - Boosted Only,1130.19,124321,8166,0.06568479983269118,7.031025454933503,11.73063025298816,9.007856923358275
Bau,Meta,Influencer - Ogilvy - Boosted Only,11186.46,353679,29772,0.08417802583698777,9.322548787157725,12.776147828500125,10.301357221522462
Mm,Tiktok,Influencer - Ogilvy - Boosted Only,3347.78,335951,47748,0.14212786983816092,8.11635137938532,12.72472357159743,10.773713403281205
Bau,Instagram,Paid - Partnership,6689.97,130288,5906,0.04533034508166523,8.808514135138033,11.777510338981399,8.683893367307235
Flood The Feed,Meta,Paid - Brand,801.57,229258,8717,0.03802266442174319,6.687819078614411,12.342607647799591,9.073145132798338
Bau,Tiktok,Owned - Boosted Only,52267.23,172885,13509,0.0781386470775371,10.864144008497304,12.06038769673308,9.511185430954244
Bau,Meta,Owned - Boosted Only,1123.31,177541,5885,0.03314727302425918,7.0249247931393555,12.086962479625887,8.680331928793418
Mm,Tiktok,Influencer - Cfg - Boosted Only,815.67,674023,50429,0.07481792164362344,6.705235096494986,13.421020997569089,10.828341515070772
Bau,Meta,Influencer - Ogilvy - Boosted Only,4472.42,329999,16587,0.05026378867814751,8.405908495738442,12.706847933442663,9.716434821366272
Mm,Meta,Paid - Partnership,764.07,230775,10421,0.045156537753222835,6.639967332908341,12.349202822073966,9.25167423546916
Bau,Tiktok,Paid - Partnership,6319.38,235671,14567,0.06181074463977324,8.751534611915652,12.370196286789039,9.586582621407445
Flood The Feed,Tiktok,Influencer - Ogilvy - Organic Only,314.63,136937,13539,0.09887028341500106,5.754570641488306,11.827283547631932,9.513403546466266
Flood The Feed,Tiktok,Influencer - Ogilvy - Organic Only,76.51,483538,32304,0.06680757251756843,4.35040696029342,13.08888725246324,10.382977295992266
Bau,Tiktok,Paid - Brand,198.88,142507,6939,0.04869234493744167,5.297717186476004,11.867153417465909,8.84505705350085
Bau,Tiktok,Influencer - Ogilvy - Organic Only,192.43,117075,11910,0.10172966047405509,5.264915689914006,11.670578575548468,9.385217621880901
Bau,Tiktok,Paid - Brand,246.59,368179,12289,0.0333777863484881,5.511774152272703,12.816327228000553,9.416541202560081
Mm,Instagram,Paid - Partnership,1121.3,274006,10160,0.03707948001138661,7.02313543002221,12.520908932489132,9.22631214148588
Mm,Instagram,Owned - Boosted Only,1674.33,426315,18932,0.04440847729964932,7.423765439779648,12.962936134303265,9.84866171025235
Flood The Feed,Instagram,Paid - Brand,10441.44,242795,10929,0.04501328281060154,9.253633550604285,12.399976863567195,9.299266581170585
Flood The Feed,Tiktok,Influencer - Cfg - Boosted Only,25909.19,264072,19960,0.07558544639340786,10.1623916066053,12.4839808590567,9.901535648810883
Bau,Tiktok,Influencer - Ogilvy - Boosted Only,7084.1,431024,43361,0.1005999665911875,8.865749266351216,12.973921372044051,10.677338760511036
Bau,Tiktok,Influencer - Ogilvy - Organic Only,81.13,201638,16164,0.0801634612523433,4.408303357752101,12.214234248850804,9.690603690159534
Flood The Feed,Instagram,Influencer - Ogilvy - Boosted Only,17182.95,608136,48452,0.07967296788876173,9.751731087620932,13.318155464512918,10.788349534906622
Flood The Feed,Instagram,Influencer - Ogilvy - Boosted Only,1607.1,347191,21955,0.0632360861888701,7.382808636859979,12.757633220028218,9.99679572966978
Mm,Meta,Owned - Boosted Only,5386.65,239932,10364,0.04319557207875565,8.591864576251794,12.388114996683194,9.24619002486988
Flood The Feed,Meta,Paid - Partnership,67043.79,1023251,33404,0.032644971761571696,11.113116182484212,13.838496348909299,10.416460868359577
Mm,Instagram,Influencer - Ogilvy - Boosted Only,18066.61,273073,10667,0.039062814705225345,9.801876111418663,12.517498099707419,9.275003885301905
Flood The Feed,Meta,Paid - Partnership,657.12,157967,5117,0.032392841542853885,6.48938728551845,11.970147759851232,8.540519016719735
Mm,Instagram,Influencer - Ogilvy - Boosted Only,3064.46,876187,69586,0.07941911943454993,8.027952918675268,13.683335958764841,11.150333047267459
Mm,Tiktok,Owned - Boosted Only,2145.97,679496,23101,0.033997256790326946,7.671812824795596,13.429108097552552,10.047674472848625
Mm,Instagram,Influencer - Ogilvy - Organic Only,187.84,219038,9445,0.04312037180763155,5.240900095678086,12.297005075135667,9.153346650456063
Bau,Meta,Owned - Boosted Only,16574.67,332573,11627,0.03496074546039516,9.715691236559879,12.714617670707023,9.361171261678766
Mm,Instagram,Influencer - Ogilvy - Boosted Only,7701.52,1309119,99542,0.07603739614198557,8.94930282702701,14.08486571372317,11.50834499059612
Bau,Instagram,Influencer - Ogilvy - Organic Only,190.23,87314,4547,0.052076413862610804,5.253476892074882,11.377277548373945,8.422442854870427
Mm,Instagram,Owned - Boosted Only,10357.89,152536,8228,0.053941364661456964,9.245600367216126,11.935162468552235,9.015419779605713
Bau,Instagram,Paid - Partnership,1456.1,299888,15910,0.05305313983887318,7.284203438019809,12.611167685171448,9.674765972907856
Bau,Tiktok,Owned - Boosted Only,14133.6,277789,16908,0.060866340999823604,9.55638097117758,12.534620711534238,9.735601303538429
Flood The Feed,Instagram,Influencer - Ogilvy - Boosted Only,686.67,340715,27471,0.08062750392556829,6.533309071701137,12.738804564683148,10.220922583137257
Mm,Tiktok,Owned - Boosted Only,9278.76,255234,21866,0.08567040441320514,9.13559096337685,12.44993996838436,9.992733930050322
Flood The Feed,Tiktok,Influencer - Cfg - Boosted Only,22775.87,1482430,222364,0.1499996627159461,10.033500826331611,14.209193865769173,12.312075454873241
Mm,Instagram,Influencer - Ogilvy - Boosted Only,933.85,142850,6032,0.04222611130556528,6.840386088611283,11.869557407984434,8.704999678440762
